Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intesity (dB)
357.3629479;142.2;0.631719;108.64;65.7
357.9946667;142.3;0.576;94.979;68.4
358.5706667;142.4;0.650667;104.167;65.3
359.2213333;143.1;0.597333;92.2131;62.4
359.8186667;143.2;0.586667;100.446;69.2
360.4053333;143.3;0.618667;102.273;66.2
361.024;143.4;0.714667;96.9828;67.2
361.7386667;144.1;0.576;83.9552;61.6
362.3146667;144.2;0.618667;104.167;61.6
362.9333333;144.3;0.576;96.9828;62.4
363.5093333;144.4;0.618667;104.167;65.8
364.128;145.1;0.576;96.9828;59.8
364.704;145.2;0.661333;104.167;65.3
365.3653333;145.3;0.64;90.7258;65.3
366.0053333;145.4;0.618667;93.75;65.2
366.624;146.1;0.608;96.9828;64.6
367.232;146.2;0.608;98.6842;66.1
367.84;146.3;0.629333;98.6842;66
368.4693333;146.4;0.629333;95.339;64.2
369.0986667;147.1;0.586667;95.339;63.3
369.6853333;147.2;0.597333;102.273;64.9
370.2826667;147.3;0.672;100.446;63.3
370.9546667;147.4;0.608;89.2857;62.3
371.5626667;148.1;0.661333;98.6842;57.2
372.224;148.2;0.64;90.7258;61.3
372.864;148.3;0.650667;93.75;57.1
373.5146667;148.4;0.586667;92.2131;62.1
374.1013333;149.1;0.618667;102.273;59.8
374.72;149.2;0.571292;96.9828;64.4
375.2912917;149.3;0.623375;105.025;61.9
375.9146667;149.4;0.586667;96.2503;64.6
376.5013333;150.1;0.661333;102.273;63.8
377.1626667;150.2;0.672;90.7258;69.1
377.8346667;150.3;0.576;89.2857;65
378.4106667;150.4;0.576;104.167;67.4
378.9866667;151.1;0.597333;104.167;69.7
379.584;151.2;0.64;100.446;67.6
380.224;151.3;0.618667;93.75;62.1
380.8426667;151.4;0.554667;96.9828;66.7
381.3973333;152.1;0.618667;108.173;64.5
382.016;152.2;0.672;96.9828;69.8
382.688;152.3;0.672;89.2857;69.3
383.36;152.4;0.906667;89.2857;63.9
384.2666667;153.1;0.693333;66.1765;62.2
384.96;153.2;0.618667;86.5385;66.5
385.5786667;153.3;0.597333;96.9828;68.6
386.176;153.4;0.661333;100.446;66
386.8373333;154.1;0.672;90.7258;66.3
387.5093333;154.2;0.704;89.2857;63.3
388.2133333;154.3;0.672;85.2273;67.7
388.8853333;154.4;0.650667;89.2857;65
389.536;155.1;0.629333;92.2131;67.9
390.1653333;155.2;0.672;95.339;63.1
390.8373333;155.3;0.618667;89.2857;69.1
391.456;155.4;0.650667;96.9828;70.9
392.1066667;156.1;0.682667;92.2131;67.9
392.7893333;156.2;0.64;87.8906;66.5
393.4293333;156.3;0.576;93.75;69.7
394.0053333;156.4;0.652583;104.167;70
394.6579167;157.1;0.670083;91.9423;69.2
395.328;157.2;0.661333;89.5411;67.7
395.9893333;157.3;0.586667;90.7258;71.9
396.576;157.4;0.736;102.273;72.9
397.312;158.1;0.650667;81.5217;72.2
397.9626667;158.2;0.746667;92.2131;74.2
398.7093333;158.3;0.682667;80.3571;74.8
399.392;158.4;0.650667;87.8906;70
400.0426667;159.1;0.725333;92.2131;62.7
400.768;159.2;0.789333;82.7206;68.4
401.5573333;159.3;0.682667;76.0135;70.1
402.24;159.4;0.714667;87.8906;67.7
402.9546667;160.1;0.736;83.9552;67
403.6906667;160.2;0.757333;81.5217;64.1
404.448;160.3;0.737292;79.2253;60.8
405.1852917;160.4;0.649375;81.3789;68.6
405.8346667;161.1;0.714667;92.3965;67.2
406.5493333;161.2;0.928;83.9552;61.7
407.4773333;161.3;0.981333;64.6552;58.9
408.4586667;161.4;1.16267;61.1413;55.3
409.6213333;162.1;0.981333;51.6055;49
410.6026667;162.2;0.64;61.1413;60.6
411.2426667;162.3;0.650667;93.75;63.8
411.8933333;162.4;0.736;92.2131;66.7
412.6293333;163.1;0.522667;81.5217;63.1
413.152;163.2;0.650667;114.796;65.2
413.8026667;163.3;0.576;92.2131;61.9
414.3786667;163.4;0.608;104.167;65.6
414.9866667;164.1;0.597333;98.6842;62.6
415.584;164.2;0.624719;100.446;63.1
416.2087188;164.3;0.612615;96.0432;64.7
416.8213333;164.4;0.70075;97.9409;65.5
417.5220833;165.1;0.568115;85.6226;62.5
418.0901979;165.2;0.608469;105.612;66.8
418.6986667;165.3;0.650667;98.6082;64.4
419.3493333;165.4;0.629333;92.2131;70.7
419.9786667;166.1;0.604646;95.339;72.2
420.5833125;166.2;0.611354;99.2316;68.4
421.1946667;166.3;0.606677;98.1428;67.4
421.8013438;166.4;0.641323;98.8994;67.1
422.4426667;167.1;0.618667;93.5566;62.8
423.0613333;167.2;0.682667;96.9828;70.2
423.744;167.3;0.661333;87.8906;66
424.4053333;167.4;0.714667;90.7258;70.5
425.12;168.1;0.853333;83.9552;64
425.9733333;168.2;0.672;70.3125;65.6
426.6453333;168.3;0.629333;89.2857;60
427.2746667;168.4;0.96;95.339;63.9
428.2346667;169.1;0.64;62.5;52.6
428.8746667;169.2;0.586667;93.75;62.7
429.4613333;169.3;0.725333;102.273;60.8
430.1866667;169.4;0.694073;82.7206;59.9
430.8807396;170.1;0.689323;86.4463;55.7
431.5700625;170.2;0.621938;87.0419;59.9
432.192;170.3;0.608;96.4727;57.3
432.8;170.4;0.650667;98.6842;64.5
433.4506667;171.1;0.611854;92.2131;56.8
434.0625208;171.2;0.572146;98.0626;61.2
434.6346667;171.3;0.597333;104.868;60.1
435.232;171.4;0.565333;100.446;60.1
435.7973333;172.1;0.650667;106.132;55.7
436.448;172.2;0.603344;92.2131;63.6
437.0513438;172.3;0.56999;99.4458;58.4
437.6213333;172.4;0.597333;105.265;71.1
438.2186667;173.1;0.590229;100.446;61.7
438.8088958;173.2;0.561771;101.655;62.9
439.3706667;173.3;0.576;106.805;62.2
439.9466667;173.4;0.661333;104.167;62.9
440.608;174.1;0.501333;90.7258;65.2
441.1093333;174.2;0.577167;119.681;72.2
441.6865;174.3;0.596167;103.956;66.4
442.2826667;174.4;0.565333;100.643;67.5
442.848;175.1;0.554667;106.132;63
443.4026667;175.2;0.559896;108.173;69.8
443.9625625;175.3;0.581438;107.163;69.6
444.544;175.4;0.586667;103.193;71.8
445.1306667;176.1;0.533333;102.273;67.1
445.664;176.2;0.512;112.5;73.9
446.176;176.3;0.554667;117.188;71
446.7306667;176.4;0.586667;108.173;71.8
447.3173333;177.1;0.586667;102.273;68.7
447.904;177.2;0.565333;102.273;73.8
448.4693333;177.3;0.675812;106.132;69.2
449.1451458;177.4;0.636187;88.782;74.5
449.7813333;178.1;0.885333;94.3118;67.9
450.6666667;178.2;0.586667;67.7711;75.5
451.2533333;178.3;0.597333;102.273;69.1
451.8506667;178.4;0.448;100.446;70.5
452.2986667;179.1;0.554667;133.929;72
452.8533333;179.2;0.520344;108.173;70.9
453.3736771;179.3;0.55699;115.308;70.7
453.9306667;179.4;0.575396;107.722;62.5
454.5060625;180.1;0.501938;104.276;69.1
455.008;180.2;0.554667;119.537;72.6
455.5626667;180.3;0.608;108.173;63.7
456.1706667;180.4;0.508292;98.6842;66.5
456.6789583;181.1;0.611708;118.042;62
457.2906667;181.2;0.533333;98.086;53.9
457.824;181.3;0.565333;112.5;53.4
458.3893333;181.4;0.608;106.132;51.7
458.9973333;182.1;0.578687;98.6842;64.5
459.5760208;182.2;0.51924;103.683;59.1
460.0952604;182.3;0.491406;115.554;67.7
460.5866667;182.4;0.618667;122.099;62.9
461.2053333;183.1;0.533333;96.9828;73.7
461.7386667;183.2;0.544;112.5;67.4
462.2826667;183.3;0.501333;110.294;67.8
462.784;183.4;0.565333;119.681;70.7
463.3493333;184.1;0.629333;106.132;68.6
463.9786667;184.2;0.533333;95.339;74.5
464.512;184.3;0.533333;112.5;70.2
465.0453333;184.4;0.64;112.5;69.1
465.6853333;185.1;0.704;93.75;73.5
466.3893333;185.2;0.426667;85.2273;71.5
466.816;185.3;0.650667;140.625;81.6
467.4666667;185.4;0.432958;92.2131;74.6
467.899625;186.1;0.717583;138.581;72.9
468.6172083;186.2;0.449458;83.614;82.5
469.0666667;186.3;0.522667;133.494;80.9
469.5893333;186.4;0.650667;114.796;77.6
470.24;187.1;0.608;92.2131;79.1
470.848;187.2;0.493854;98.6842;74.5
471.3418542;187.3;0.508812;121.493;75.1
471.8506667;187.4;0.565333;117.922;71.4
472.416;188.1;0.661333;106.132;69.6
473.0773333;188.2;0.472542;90.7258;79.6
473.549875;188.3;0.47549;126.973;77.8
474.0253646;188.4;0.598635;126.186;74.2
474.624;189.1;0.576;100.228;83.3
475.2;189.2;0.416;104.167;75.8
475.616;189.3;0.512;144.231;74.6
476.128;189.4;0.64;117.188;76.5
476.768;190.1;0.476208;93.75;73.3
477.2442083;190.2;0.48599;125.995;76.6
477.7301979;190.3;0.554646;123.459;76.7
478.2848438;190.4;0.61649;108.177;79.9
478.9013333;191.1;0.565333;97.3252;70.6
479.4666667;191.2;0.490667;106.132;75.3
479.9573333;191.3;0.48;122.283;78.5
480.4373333;191.4;0.504156;125;77.5
480.9414896;192.1;0.487844;119.011;77.4
481.4293333;192.2;0.469333;122.99;76.3
481.8986667;192.3;0.48;127.841;77.1
482.3786667;192.4;0.618667;125;78.6
482.9973333;193.1;0.64;96.9828;75.4
483.6373333;193.2;0.565333;93.75;67.9
484.2026667;193.3;0.576792;106.132;79.1
484.7794583;193.4;0.873875;104.024;72.7
485.6533333;194.1;0.725333;68.6597;71.7
486.3786667;194.2;0.650667;82.7206;69.9
487.0293333;194.3;0.755667;92.2131;77.8
487.785;194.4;0.737667;79.4001;72
488.5226667;195.1;0.693333;81.3375;69.9
489.216;195.2;0.544;86.5385;73.4
489.76;195.3;0.501333;110.294;71.9
490.2613333;195.4;0.608;119.681;76.6
490.8693333;196.1;0.501333;98.6842;71.8
491.3706667;196.2;0.544;119.681;71
491.9146667;196.3;0.48;110.294;70.6
492.3946667;196.4;0.554667;125;75.4
492.9493333;197.1;0.565667;108.173;74.2
493.515;197.2;0.511667;106.07;72.9
494.0266667;197.3;0.565333;117.264;71.5
494.592;197.4;0.554667;106.132;73
495.1466667;198.1;0.586667;108.173;70.2
495.7333333;198.2;0.586667;102.273;70.5
496.32;198.3;0.554667;102.273;65
496.8746667;198.4;0.682667;108.173;70.2
497.5573333;199.1;0.597333;87.8906;71.9
498.1546667;199.2;0.597333;100.446;73.2
498.752;199.3;0.533333;100.446;71.5
499.2853333;199.4;0.586667;112.5;74.8
499.872;200.1;0.544;102.273;72.4
500.416;200.2;0.530042;110.294;71.2
500.9460417;200.3;0.515292;113.199;72.9
501.4613333;200.4;0.550313;116.439;75.8
502.0116458;201.1;0.548354;109.029;75.9
502.56;201.2;0.544;109.418;73.6
503.104;201.3;0.522667;110.294;76.2
503.6266667;201.4;0.650667;114.796;78.2
504.2773333;202.1;0.629333;92.2131;71.4
504.9066667;202.2;0.618667;95.339;70
505.5253333;202.3;0.576;96.9828;65.8
506.1013333;202.4;0.693333;104.167;64.8
506.7946667;203.1;0.544;86.5385;59.6
507.3386667;203.2;0.533333;110.294;65.7
507.872;203.3;0.512;112.5;65.6
508.384;203.4;0.586667;117.188;69.7
508.9706667;204.1;0.554667;102.273;64.3
509.5253333;204.2;0.486375;108.173;65.8
510.0117083;204.3;0.526958;123.362;64
510.5386667;204.4;0.490667;113.861;64.4
511.0293333;205.1;0.522667;122.283;68.6
511.552;205.2;0.512;114.796;73.6
512.064;205.3;0.48;117.188;73.2
512.544;205.4;0.597333;125;73.8
513.1413333;206.1;0.48;100.446;65.7
513.6213333;206.2;0.498094;125;66.4
514.1194271;206.3;0.504573;120.459;67.1
514.624;206.4;0.554667;118.912;68.3
515.1786667;207.1;0.618667;108.173;70.6
515.7973333;207.2;0.437333;96.9828;71
516.2346667;207.3;0.458667;137.195;76.2
516.6933333;207.4;0.544;130.814;75.5
517.2373333;208.1;0.512;110.294;72.8
517.7493333;208.2;0.448;117.188;72.7
518.1973333;208.3;0.469333;133.929;76.2
518.6666667;208.4;0.501333;127.841;76
519.168;209.1;0.522667;119.681;74.6
519.6906667;209.2;0.458667;114.796;70.6
520.1493333;209.3;0.455667;130.814;74.2
520.605;209.4;0.483;131.675;76.1
521.088;210.1;0.48;124.224;73.6
521.568;210.2;0.512;125;69.4
522.08;210.3;0.458667;117.188;71.5
522.5386667;210.4;0.565333;130.814;72.3
523.104;211.1;0.520375;106.132;70.4
523.624375;211.2;0.468125;115.301;74.9
524.0925;211.3;0.465885;128.171;77
524.5583854;211.4;0.494115;128.787;75.6
525.0525;212.1;0.5155;121.429;77.5
525.568;212.2;0.4445;116.392;75.2
526.0125;212.3;0.4195;134.983;77.1
526.432;212.4;0.458667;143.027;76.4
526.8906667;213.1;0.475292;130.814;76.2
527.3659583;213.2;0.431375;126.238;77.3
527.7973333;213.3;0.426667;139.09;76.7
528.224;213.4;0.469333;140.625;77.3
528.6933333;214.1;0.458667;127.841;80.7
529.152;214.2;0.416;130.814;79.8
529.568;214.3;0.416;144.231;81.8
529.984;214.4;0.533333;144.231;77.8
530.5173333;215.1;0.677552;112.5;77.7
531.1948854;215.2;0.485115;88.5541;78.3
531.68;215.3;0.597333;123.682;81.3
532.2773333;215.4;0.469333;100.446;76.4
532.7466667;216.1;0.64;127.841;77.2
533.3866667;216.2;0.416;93.75;81.1
533.8026667;216.3;0.467833;144.231;79.5
534.2705;216.4;0.4495;128.251;75.6
534.72;217.1;0.512;133.482;77.8
535.232;217.2;0.454844;117.188;79.9
535.6868438;217.3;0.505156;131.913;79.5
536.192;217.4;0.530448;118.775;80.4
536.7224479;218.1;0.568219;113.112;82
537.2906667;218.2;0.64;105.593;80.6
537.9306667;218.3;0.650667;93.75;78.3
538.5813333;218.4;0.832;92.2131;78.1
539.4133333;219.1;0.650667;72.1154;76.3
540.064;219.2;0.608;92.2131;79.8
540.672;219.3;0.497823;98.6842;70.3
541.1698229;219.4;0.46974;120.525;74.8
541.6395625;220.1;0.504438;127.73;74.9
542.144;220.2;0.464198;118.944;75.1
542.6081979;220.3;0.460969;129.255;76
543.0691667;220.4;0.493604;130.161;78.1
543.5627708;221.1;0.479896;121.555;73.5
544.0426667;221.2;0.522667;125.027;74.7
544.5653333;221.3;0.576;114.796;70.7
545.1413333;221.4;0.448;104.167;75.4
545.5893333;222.1;0.576;133.929;72.2
546.1653333;222.2;0.672;104.167;75.6
546.8373333;222.3;0.757333;89.2857;69.8
547.5946667;222.4;0.810667;79.2253;72.9
548.4053333;223.1;0.437333;74.0132;70.7
548.8426667;223.2;0.504521;137.195;74.1
549.3471875;223.3;0.636813;118.925;75.5
549.984;223.4;0.618667;94.2193;71.9
550.6026667;224.1;0.522667;96.9828;73.5
551.1253333;224.2;0.650667;114.796;74
551.776;224.3;0.682667;92.2131;75.3
552.4586667;224.4;0.618667;87.8906;73.1
553.0773333;225.1;0.511792;96.9828;73.6
553.589125;225.2;0.567281;117.235;77
554.1564063;225.3;0.537042;105.768;76.6
554.6934479;225.4;0.517219;111.723;74.2
555.2106667;226.1;0.565333;116.005;77.2
555.776;226.2;0.618667;106.132;73.2
556.3946667;226.3;0.746667;96.9828;69.7
557.1413333;226.4;1.13067;80.3571;66.6
558.272;227.1;0.618667;53.066;71.4
558.8906667;227.2;0.704;96.9828;70.4
559.5946667;227.3;0.576927;85.2273;71.6
560.1715938;227.4;0.636948;103.999;71.6
560.8085417;228.1;0.492792;94.1992;66.6
561.3013333;228.2;0.565885;121.755;70.6
561.8672188;228.3;0.581552;106.029;70.7
562.4487708;228.4;0.527229;103.172;73
562.976;229.1;0.56524;113.803;67.4
563.5412396;229.2;0.55476;106.15;71.2
564.096;229.3;0.501333;108.155;73.5
564.5973333;229.4;0.597333;119.681;66.8
565.1946667;230.1;0.490667;100.446;75.2
565.6853333;230.2;0.533333;122.283;73.8
566.2186667;230.3;0.544;112.5;72.2
566.7626667;230.4;0.693333;110.294;73.7
567.456;231.1;0.672;86.5385;74.7
568.128;231.2;0.725333;89.2857;75.9
568.8533333;231.3;0.597333;82.7206;72.4
569.4506667;231.4;0.650667;100.446;73.2
570.1013333;232.1;0.650667;92.2131;71.6
570.752;232.2;0.650667;92.2131;72.5
571.4026667;232.3;0.726771;92.2131;70.2
572.1294375;232.4;0.78899;82.557;70.5
572.9184271;233.1;0.66024;76.0466;62.8
573.5786667;233.2;0.768;90.8761;71.2
574.3466667;233.3;0.714667;78.125;68.6
575.0613333;233.4;0.693333;83.9552;65.3
575.7546667;234.1;0.629333;86.5385;62
576.384;234.2;0.778667;95.339;73.1
577.1626667;234.3;0.885333;77.0548;68.5
578.048;234.4;0.64;67.7711;66.5
578.688;235.1;0.725333;93.75;65.4
579.4133333;235.2;0.704;82.7206;71.1
580.1173333;235.3;0.736;85.2273;66.2
580.8533333;235.4;0.629333;81.5217;70.8
581.4826667;236.1;0.725333;95.339;66.2
582.208;236.2;0.746667;82.7206;66.8
582.9546667;236.3;0.928;80.3571;64.5
583.8826667;236.4;0.981333;64.6552;65.3
584.864;237.1;1.01333;61.1413;59
585.8773333;237.2;0.992;59.2105;52.5
586.8693333;237.3;0.992;60.4839;42.8
587.8613333;237.4;0.981333;60.4839;39.5
588.8426667;238.1;1.44;61.1413;61.5
590.2826667;238.2;1.03467;41.6667;53.9
591.3173333;238.3;1.16267;57.9897;42
592.48;238.4;1.04533;51.6055;51.4
593.5253333;239.1;0.890198;57.398;55.9
594.4155313;239.2;0.763135;67.4007;59.1
595.1786667;239.3;0.768;78.623;56.4
595.9466667;239.4;0.778667;78.125;56.9
596.7253333;240.1;0.746667;77.0548;59.9
597.472;240.2;0.725333;80.3571;61.5
598.1973333;240.3;0.693333;82.7206;66.8
598.8906667;240.4;0.704;86.5385;62
599.5946667;241.1;0.725333;85.2273;63.7
600.32;241.2;0.757333;82.7206;58.2
601.0773333;241.3;0.736;79.2253;63
601.8133333;241.4;0.8;81.5217;61.1
602.6133333;242.1;0.736;75;63
603.3493333;242.2;0.810667;81.5217;58.9
604.16;242.3;0.757333;74.0132;64.3
604.9173333;242.4;0.821333;79.2253;64.4
605.7386667;243.1;0.874667;73.0519;63.2
606.6133333;243.2;0.776958;68.5976;59.1
607.3902917;243.3;0.791042;77.2242;64
608.1813333;243.4;0.8;75.8494;59.1
608.9813333;244.1;0.746667;75;56.9
609.728;244.2;0.746667;80.3571;63
610.4746667;244.3;0.768;80.3571;61.7
611.2426667;244.4;0.682667;78.125;64.5
611.9253333;245.1;0.8;87.8906;61
612.7253333;245.2;0.789333;75;61.6
613.5146667;245.3;0.896;76.0135;58.9
614.4106667;245.4;0.949333;66.9643;61.7
615.36;246.1;0.885333;63.2022;61.8
616.2453333;246.2;0.885333;67.7711;70.6
617.1306667;246.3;0.8;67.7711;72.9
617.9306667;246.4;0.8;75;66.7
618.7306667;247.1;0.778667;75;67.7
619.5093333;247.2;0.796708;77.0548;65.9
620.3060417;247.3;0.792625;75.3099;68.9
621.0986667;247.4;0.725333;75.6978;65
621.824;248.1;0.725333;82.7206;62.8
622.5493333;248.2;0.789333;82.7206;69.6
623.3386667;248.3;0.757333;76.0135;64.9
624.096;248.4;0.736;79.2253;64.2
624.832;249.1;0.789333;81.5217;67
625.6213333;249.2;0.757333;76.0135;64.8
626.3786667;249.3;0.789333;79.2253;64.6
627.168;249.4;0.704;76.0135;64.8
627.872;250.1;0.725333;85.2273;61.8
628.5973333;250.2;0.821333;82.7206;66.1
629.4186667;250.3;0.836708;73.0519;65.1
630.255375;250.4;0.752625;71.7096;64.8
631.008;251.1;0.795427;79.721;70.1
631.8034271;251.2;0.87924;75.4312;72.8
632.6826667;251.3;0.819354;68.2408;65.2
633.5020208;251.4;0.887312;73.2284;65.4
634.3893333;252.1;0.757333;67.6199;62.8
635.1466667;252.2;0.874667;79.2253;63.6
636.0213333;252.3;0.938667;68.5976;62.7
636.96;252.4;1.16267;63.9205;55.9
638.1226667;253.1;0.917333;51.6055;62.7
639.04;253.2;0.746667;65.407;56.7
639.7866667;253.3;0.704;80.3571;64.1
640.4906667;253.4;0.96;85.2273;60.5
641.4506667;254.1;0.949333;62.5;67.3
642.4;254.2;0.96;63.2022;53.1
643.36;254.3;0.693333;62.5;55.7
644.0533333;254.4;0.928;86.5385;51.2
644.9813333;255.1;0.874667;64.6552;65.7
645.856;255.2;0.864;68.5976;57.1
646.72;255.3;0.810667;69.4444;59.4
647.5306667;255.4;1.17333;74.0132;60
648.704;256.1;0.810667;51.1364;58.3
649.5146667;256.2;0.682667;74.0132;60.4
650.1973333;256.3;0.736;87.8906;65.3
650.9333333;256.4;0.757333;81.5217;59.3
651.6906667;257.1;0.8;79.2253;64.6
652.4906667;257.2;0.736;75;59.6
653.2266667;257.3;0.708812;81.5217;64.2
653.9354792;257.4;0.784521;84.6486;65.3
654.72;258.1;0.693333;76.4798;62.2
655.4133333;258.2;0.672;86.5385;64.5
656.0853333;258.3;0.768;89.2857;61.2
656.8533333;258.4;0.725333;78.125;61.3
657.5786667;259.1;0.713594;82.7206;60.4
658.2922604;259.2;0.769073;84.0815;62.9
659.0613333;259.3;0.721354;78.016;64.5
659.7826875;259.4;0.825312;83.1769;64.6
660.608;260.1;0.693177;72.6997;61.5
661.3011771;260.2;0.810823;86.558;68.9
662.112;260.3;0.757333;73.9989;58.9
662.8693333;260.4;0.704;79.2253;62
663.5733333;261.1;0.714667;85.2273;59.1
664.288;261.2;0.885333;83.9552;60.9
665.1733333;261.3;0.716146;67.7711;53.2
665.8894792;261.4;0.819854;83.7818;57.2
666.7093333;262.1;0.736;73.1837;65.2
667.4453333;262.2;0.692958;81.5217;63.1
668.1382917;262.3;0.661708;86.5853;72.9
668.8;262.4;0.789333;90.6744;63.6
669.5893333;263.1;0.8;76.0135;70.5
670.3893333;263.2;0.778667;75;62.7
671.168;263.3;0.736;77.0548;58.2
671.904;263.4;0.908469;81.5217;57.6
672.8124688;264.1;0.830198;66.0452;66
673.6426667;264.2;0.810667;72.2719;51.6
674.4533333;264.3;0.768;74.0132;48.3
675.2213333;264.4;1.03467;78.125;50.5
676.256;265.1;0.788115;57.9897;66.6
677.0441146;265.2;0.737219;76.1311;67.1
677.7813333;265.3;0.650667;81.387;65.5
678.432;265.4;0.789333;92.2131;67.5
679.2213333;266.1;0.768;76.0135;67.4
679.9893333;266.2;0.736;78.125;70.9
680.7253333;266.3;0.693333;81.5217;69.5
681.4186667;266.4;0.746667;86.5385;67.1
682.1653333;267.1;0.725333;80.3571;65.3
682.8906667;267.2;0.842667;82.7206;66.1
683.7333333;267.3;0.755521;71.2025;58.4
684.4888542;267.4;0.823146;79.4154;64
685.312;268.1;0.768;72.8911;63.3
686.08;268.2;0.853333;78.125;65.3
686.9333333;268.3;0.874667;70.3125;63.9
687.808;268.4;1.10933;68.5976;62.5
688.9173333;269.1;0.842667;54.0865;60.9
689.76;269.2;0.768;71.2025;65.7
690.528;269.3;0.725333;78.125;56.9
691.2533333;269.4;0.696031;82.7206;63.8
691.9493646;270.1;0.715896;86.203;68.9
692.6652604;270.2;0.732073;83.8111;63.5
693.3973333;270.3;0.701198;81.959;71.2
694.0985313;270.4;0.749469;85.5679;67.3
694.848;271.1;0.789333;80.0567;72.3
695.6373333;271.2;0.757333;76.0135;73.6
696.3946667;271.3;0.73176;79.2253;72.5
697.1264271;271.4;0.809271;81.994;72.1
697.9356979;272.1;0.720302;74.1408;72
698.656;272.2;0.703521;83.2984;68
699.3595208;272.3;0.704479;85.2853;72.2
700.064;272.4;0.672;85.1693;69.5
700.736;273.1;0.745854;89.2857;75.7
701.4818542;273.2;0.662146;80.4447;67.8
702.144;273.3;0.735156;90.6145;78.4
702.8791563;273.4;0.636896;81.6153;71.8
703.5160521;274.1;0.697281;94.2069;72.7
704.2133333;274.2;0.746667;86.0485;73.4
704.96;274.3;0.693333;80.3571;73.3
705.6533333;274.4;0.693333;86.5385;69.8
706.3466667;275.1;0.768;86.5385;76.8
707.1146667;275.2;0.810667;78.125;71.7
707.9253333;275.3;0.938667;74.0132;75.7
708.864;275.4;0.96;63.9205;73.1
709.824;276.1;1.04533;62.5;75.5
710.8693333;276.2;0.896;57.398;69.9
711.7653333;276.3;0.864;66.9643;68.1
712.6293333;276.4;0.810667;69.4444;71.6
713.44;277.1;0.810667;74.0132;73.9
714.2506667;277.2;0.906667;74.0132;74.2
715.1573333;277.3;0.842667;66.1765;67.1
716;277.4;0.906667;71.2025;67.1
716.9066667;278.1;0.921354;66.1765;59.3
717.8280208;278.2;1.00931;65.1215;66
718.8373333;278.3;1.07733;59.4464;66.6
719.9146667;278.4;1.38667;55.6931;56.1
721.3013333;279.1;0.986396;43.2692;61.2
722.2877292;279.2;0.919865;60.8275;66.3
723.2075938;279.3;1.02707;65.227;63.7
724.2346667;279.4;1.03467;58.4184;61.3
725.2693333;280.1;1.00267;57.9897;61.1
726.272;280.2;0.992;59.8404;66.3
727.264;280.3;1.248;60.4839;63.5
728.512;280.4;2.4942;48.0769;60.2
731.0061979;281.1;0;24.0558;57.7
